record_id,industry_sector,age_group,experience_level,shift_type,weekly_hours,ppe_compliance,education_level,season,employment_type,safety_training_hrs,site_hazard_score,equipment_age_yrs,prev_incidents_3yr,near_misses_3yr,team_size,overtime_days_month,accident_probability,accident_occurred
W-12244,Chemical,36-45,7-15yr,Day,47,None,Secondary,Autumn,Permanent,73,4.1,13,1,1,5,2,0.7306,1
W-12245,Construction,26-35,7-15yr,Day,54,Full,Vocational,Spring,Temporary,36,4.1,32,0,0,17,6,0.5921,1
W-12246,Construction,26-35,3-7yr,Evening,51,Full,Vocational,Summer,Agency,7,5.9,14,0,1,16,5,0.8009,1
W-12247,Construction,36-45,3-7yr,Day,27,Partial,Degree,Spring,Permanent,7,5.4,3,0,0,7,3,0.611,1
W-12248,Construction,36-45,7-15yr,Evening,35,Full,Secondary,Autumn,Permanent,9,6.2,4,1,1,28,4,0.5778,1
W-12249,Construction,46-55,1-3yr,Night,35,Full,Degree,Autumn,Permanent,10,5.8,7,1,2,10,2,0.856,0
W-12250,Chemical,36-45,15+yr,Day,49,Full,Secondary,Winter,Contractor,6,4.9,1,0,0,20,2,0.4011,0
W-12251,Agriculture,46-55,1-3yr,Night,58,Partial,Vocational,Summer,Contractor,1,3.0,20,0,0,9,3,0.97,1
W-12252,Transportation,26-35,7-15yr,Rotating,48,Partial,Vocational,Winter,Permanent,10,4.9,3,0,0,25,4,0.4764,1
W-12253,Transportation,36-45,3-7yr,Day,47,Full,Vocational,Winter,Permanent,18,2.1,9,0,0,36,3,0.1449,0
W-12254,Mining,36-45,3-7yr,Evening,38,Partial,Degree,Winter,Temporary,37,6.2,7,1,1,22,0,0.8361,1
W-12255,Transportation,26-35,7-15yr,Evening,54,Full,Secondary,Summer,Temporary,26,4.6,4,0,0,13,7,0.3852,0
W-12256,Mining,26-35,1-3yr,Night,43,Full,Vocational,Summer,Permanent,9,6.9,3,0,0,49,2,0.807,1
W-12257,Manufacturing,36-45,7-15yr,Day,54,Full,Vocational,Summer,Contractor,15,4.1,6,0,0,2,4,0.3393,1
W-12258,Mining,18-25,3-7yr,Night,45,Full,Secondary,Spring,Permanent,8,4.9,9,2,4,4,2,0.97,1
W-12259,Mining,26-35,<1yr,Evening,58,Full,Secondary,Autumn,Permanent,13,8.0,14,0,0,3,6,0.9157,1
W-12260,Transportation,36-45,3-7yr,Day,34,Partial,Secondary,Winter,Permanent,17,2.7,10,0,0,11,0,0.388,1
W-12261,Chemical,55+,7-15yr,Night,41,Full,Vocational,Autumn,Contractor,23,3.4,14,1,1,7,3,0.6166,1
W-12262,Manufacturing,46-55,1-3yr,Rotating,58,Full,Secondary,Autumn,Permanent,23,4.0,1,1,1,19,5,0.6024,1
W-12263,Transportation,26-35,3-7yr,Night,59,None,Degree,Summer,Contractor,0,2.9,2,3,5,2,7,0.97,1
W-12264,Construction,36-45,3-7yr,Rotating,46,Full,Vocational,Autumn,Permanent,12,4.5,9,1,1,28,1,0.6965,0
W-12265,Transportation,18-25,3-7yr,Day,35,Partial,Vocational,Autumn,Permanent,14,1.5,8,1,1,22,3,0.585,0
W-12266,Manufacturing,26-35,15+yr,Day,26,Partial,Primary,Winter,Permanent,1,5.0,26,0,0,43,2,0.6439,1
W-12267,Construction,46-55,1-3yr,Evening,57,Full,Secondary,Summer,Agency,10,6.5,2,0,0,10,8,0.818,1
W-12268,Manufacturing,18-25,3-7yr,Day,49,Full,Secondary,Spring,Contractor,17,1.6,6,2,3,38,2,0.6998,1
W-12269,Agriculture,26-35,3-7yr,Night,51,Full,Vocational,Spring,Permanent,14,5.0,28,0,1,9,5,0.7141,1
W-12270,Construction,55+,1-3yr,Day,40,Partial,Vocational,Autumn,Permanent,0,5.2,11,0,0,3,3,0.97,1
W-12271,Chemical,46-55,15+yr,Evening,42,Full,Secondary,Autumn,Temporary,21,3.3,9,1,1,11,2,0.5172,0
W-12272,Construction,46-55,<1yr,Evening,52,Full,Degree,Spring,Permanent,11,4.8,7,1,1,11,5,0.8481,1
W-12273,Chemical,46-55,<1yr,Evening,37,Partial,Secondary,Winter,Contractor,32,5.5,2,1,1,15,2,0.8817,1
W-12274,Agriculture,46-55,7-15yr,Day,52,Full,Secondary,Summer,Temporary,9,2.2,15,0,0,30,4,0.4168,0
W-12275,Manufacturing,18-25,1-3yr,Rotating,54,None,Vocational,Summer,Contractor,43,3.2,8,4,8,13,4,0.97,1
W-12276,Manufacturing,36-45,7-15yr,Night,62,Partial,Primary,Autumn,Permanent,25,1.6,4,1,2,6,4,0.5786,0
W-12277,Transportation,26-35,7-15yr,Evening,50,Full,Secondary,Autumn,Temporary,22,2.8,2,1,1,10,1,0.4054,1
W-12278,Agriculture,26-35,1-3yr,Night,56,Full,Vocational,Spring,Permanent,8,3.3,1,0,2,12,6,0.6518,1
W-12279,Agriculture,46-55,1-3yr,Day,34,Partial,Degree,Autumn,Permanent,13,5.0,30,1,4,43,0,0.6903,1
W-12280,Manufacturing,36-45,1-3yr,Day,44,Full,Secondary,Winter,Permanent,8,3.9,10,0,0,29,0,0.2958,0
W-12281,Manufacturing,18-25,1-3yr,Day,45,Partial,Secondary,Summer,Permanent,11,2.9,11,1,1,26,0,0.776,1
W-12282,Chemical,26-35,1-3yr,Night,53,Full,Degree,Summer,Permanent,20,4.2,10,1,2,15,4,0.9243,1
W-12283,Construction,26-35,7-15yr,Day,46,None,Vocational,Spring,Temporary,0,7.2,4,2,3,39,1,0.97,1
W-12284,Manufacturing,46-55,7-15yr,Night,58,Partial,Primary,Autumn,Permanent,61,3.6,30,2,5,12,5,0.6911,1
W-12285,Manufacturing,36-45,<1yr,Day,47,Full,Secondary,Winter,Permanent,7,2.7,16,0,0,8,1,0.5029,1
W-12286,Transportation,36-45,7-15yr,Night,43,None,Vocational,Winter,Permanent,7,2.9,7,2,3,25,1,0.7511,1
W-12287,Transportation,36-45,<1yr,Day,37,Full,Primary,Autumn,Temporary,21,4.7,10,2,4,19,1,0.6322,0
W-12288,Manufacturing,36-45,7-15yr,Evening,58,Full,Vocational,Summer,Temporary,7,4.0,6,1,1,12,5,0.5642,0
W-12289,Construction,46-55,1-3yr,Night,52,Partial,Vocational,Winter,Permanent,27,6.5,8,0,0,12,7,0.9403,1
W-12290,Construction,36-45,<1yr,Night,51,None,Vocational,Spring,Permanent,5,4.2,7,2,3,16,5,0.97,1
W-12291,Manufacturing,55+,7-15yr,Night,52,Full,Secondary,Autumn,Temporary,45,3.7,3,1,1,6,9,0.5525,1
W-12292,Manufacturing,55+,3-7yr,Evening,47,Partial,Secondary,Summer,Permanent,7,2.8,5,1,1,36,2,0.5977,1
W-12293,Chemical,55+,3-7yr,Evening,43,Full,Degree,Winter,Permanent,40,6.6,11,1,4,7,2,0.6217,1
W-12294,Manufacturing,36-45,3-7yr,Day,50,Full,Secondary,Autumn,Permanent,16,4.7,2,1,2,7,1,0.479,0
W-12295,Construction,55+,<1yr,Day,54,Full,Primary,Summer,Permanent,8,6.2,9,0,0,18,3,0.786,0
W-12296,Transportation,26-35,7-15yr,Night,56,Partial,Degree,Winter,Permanent,6,2.8,12,1,1,16,9,0.6353,1
W-12297,Manufacturing,46-55,7-15yr,Rotating,48,Full,Primary,Winter,Permanent,13,5.3,2,0,1,6,2,0.4003,0
W-12298,Mining,46-55,<1yr,Evening,37,Full,Degree,Summer,Permanent,31,5.5,5,1,1,16,0,0.789,1
W-12299,Construction,46-55,3-7yr,Night,39,None,Degree,Autumn,Contractor,4,6.3,9,3,6,11,3,0.97,1
W-12300,Manufacturing,46-55,3-7yr,Night,57,Full,Vocational,Summer,Permanent,26,5.6,3,1,1,4,6,0.5723,1
W-12301,Chemical,26-35,3-7yr,Rotating,45,Full,Vocational,Winter,Permanent,26,6.0,1,0,0,23,4,0.5933,1
W-12302,Mining,18-25,3-7yr,Night,51,Partial,Secondary,Winter,Contractor,8,6.2,3,1,1,8,5,0.97,1
W-12303,Manufacturing,26-35,7-15yr,Evening,39,Full,Vocational,Spring,Temporary,7,1.7,10,0,0,14,2,0.3838,0
W-12304,Agriculture,46-55,15+yr,Day,47,Full,Degree,Autumn,Agency,25,5.2,6,0,1,8,2,0.3297,0
W-12305,Chemical,26-35,3-7yr,Day,54,Partial,Primary,Autumn,Temporary,33,3.1,6,0,0,10,6,0.669,1
W-12306,Construction,36-45,3-7yr,Day,56,Partial,Vocational,Winter,Temporary,44,4.6,13,1,2,12,5,0.8734,1
W-12307,Mining,36-45,7-15yr,Night,38,Partial,Degree,Winter,Permanent,3,6.0,17,1,1,2,0,0.97,1
W-12308,Chemical,36-45,3-7yr,Evening,51,Full,Degree,Summer,Contractor,7,4.7,28,1,1,37,5,0.7115,1
W-12309,Construction,55+,3-7yr,Evening,38,None,Degree,Autumn,Temporary,0,6.6,9,1,3,17,2,0.97,1
W-12310,Agriculture,36-45,3-7yr,Rotating,63,Partial,Vocational,Summer,Permanent,13,1.7,10,0,1,16,3,0.6398,0
W-12311,Agriculture,46-55,7-15yr,Night,65,Partial,Secondary,Summer,Permanent,34,3.7,15,0,0,25,3,0.6773,0
W-12312,Agriculture,36-45,3-7yr,Night,53,Full,Secondary,Autumn,Temporary,7,3.4,13,1,2,22,6,0.7337,1
W-12313,Manufacturing,46-55,1-3yr,Day,46,Partial,Vocational,Autumn,Permanent,7,3.2,7,1,1,30,2,0.6267,1
W-12314,Manufacturing,26-35,3-7yr,Day,44,Partial,Secondary,Spring,Temporary,15,7.0,1,1,2,12,2,0.6828,1
W-12315,Agriculture,26-35,15+yr,Day,57,Partial,Degree,Autumn,Permanent,19,3.7,4,0,1,9,4,0.4835,0
W-12316,Construction,55+,7-15yr,Night,51,Partial,Degree,Summer,Permanent,7,4.6,14,0,1,8,7,0.8148,1
W-12317,Manufacturing,36-45,7-15yr,Day,48,Full,Vocational,Summer,Contractor,6,5.9,3,0,0,2,1,0.3495,0
W-12318,Construction,36-45,7-15yr,Day,44,Partial,Secondary,Spring,Temporary,1,4.0,4,1,5,13,1,0.7142,0
W-12319,Construction,36-45,1-3yr,Night,50,Partial,Vocational,Winter,Permanent,1,6.6,7,1,2,12,2,0.97,1
W-12320,Chemical,26-35,3-7yr,Day,50,Full,Primary,Winter,Permanent,15,5.2,16,0,0,9,1,0.6013,1
W-12321,Manufacturing,36-45,<1yr,Evening,49,Full,Secondary,Summer,Permanent,21,4.4,13,0,0,25,0,0.5138,1
W-12322,Chemical,18-25,7-15yr,Night,57,None,Vocational,Autumn,Temporary,12,4.1,5,5,10,6,3,0.97,1
W-12323,Construction,26-35,1-3yr,Evening,47,None,Degree,Winter,Permanent,0,5.3,6,1,2,7,3,0.97,1
W-12324,Mining,26-35,7-15yr,Rotating,47,Full,Secondary,Autumn,Permanent,9,6.6,21,1,2,13,2,0.8821,1
W-12325,Construction,36-45,7-15yr,Day,48,None,Degree,Spring,Temporary,4,5.6,15,2,3,26,2,0.97,1
W-12326,Transportation,36-45,15+yr,Day,47,Full,Secondary,Summer,Contractor,14,3.2,14,1,1,15,4,0.2715,1
W-12327,Transportation,55+,7-15yr,Day,40,Full,Vocational,Summer,Agency,30,5.2,5,1,1,14,4,0.3428,0
W-12328,Construction,36-45,3-7yr,Evening,29,Partial,Degree,Summer,Permanent,23,2.0,10,0,0,12,2,0.5852,0
W-12329,Chemical,46-55,3-7yr,Night,42,None,Vocational,Winter,Contractor,0,5.1,5,1,3,14,4,0.97,1
W-12330,Construction,36-45,1-3yr,Rotating,39,Partial,Secondary,Summer,Contractor,0,7.3,9,0,2,9,3,0.97,1
W-12331,Agriculture,36-45,1-3yr,Rotating,56,Full,Secondary,Winter,Permanent,13,4.4,13,0,0,12,7,0.6254,1
W-12332,Chemical,18-25,<1yr,Evening,38,Full,Secondary,Spring,Temporary,16,3.8,6,2,3,6,0,0.9617,1
W-12333,Transportation,18-25,1-3yr,Evening,57,Partial,Secondary,Autumn,Contractor,32,3.4,1,2,3,9,5,0.8982,1
W-12334,Chemical,36-45,15+yr,Evening,40,Partial,Vocational,Summer,Permanent,25,7.4,3,1,1,16,1,0.6472,1
W-12335,Manufacturing,26-35,1-3yr,Evening,50,Full,Vocational,Winter,Permanent,26,1.8,16,1,1,13,2,0.5809,1
W-12336,Construction,46-55,7-15yr,Day,61,Full,Degree,Spring,Agency,41,4.4,8,0,2,9,5,0.6124,1
W-12337,Construction,36-45,1-3yr,Day,50,None,Secondary,Summer,Agency,10,5.4,20,3,5,17,2,0.97,1
W-12338,Mining,46-55,15+yr,Day,61,Full,Vocational,Winter,Contractor,8,7.2,14,1,2,13,6,0.8273,1
W-12339,Transportation,55+,3-7yr,Day,38,Full,Vocational,Summer,Contractor,32,3.5,7,1,1,9,2,0.3803,1
W-12340,Construction,18-25,3-7yr,Rotating,58,None,Vocational,Spring,Permanent,10,7.1,5,2,3,18,4,0.97,1
W-12341,Agriculture,26-35,3-7yr,Night,44,Full,Secondary,Winter,Permanent,23,3.9,8,0,0,11,1,0.4744,0
W-12342,Manufacturing,36-45,7-15yr,Evening,53,Full,Secondary,Autumn,Agency,15,3.8,4,1,2,29,8,0.5311,1
W-12343,Manufacturing,26-35,1-3yr,Day,45,Full,Vocational,Autumn,Contractor,26,3.4,6,0,1,2,1,0.4272,0
W-12344,Agriculture,26-35,7-15yr,Evening,47,Full,Secondary,Summer,Permanent,7,3.3,0,3,6,15,2,0.6427,1
W-12345,Manufacturing,46-55,7-15yr,Evening,45,Partial,Secondary,Spring,Permanent,14,4.2,2,2,3,9,2,0.692,0
W-12346,Transportation,55+,1-3yr,Day,43,Partial,Degree,Autumn,Temporary,6,3.5,26,1,1,14,1,0.7312,1
W-12347,Construction,46-55,<1yr,Evening,47,Full,Degree,Autumn,Permanent,8,5.9,3,1,1,21,4,0.835,0
W-12348,Transportation,36-45,7-15yr,Night,53,Partial,Primary,Summer,Permanent,6,4.5,3,0,1,21,6,0.5049,0
W-12349,Construction,26-35,1-3yr,Night,37,Full,Vocational,Spring,Permanent,29,5.0,5,2,4,32,2,0.872,1
W-12350,Construction,36-45,15+yr,Evening,43,Partial,Vocational,Autumn,Agency,3,5.1,9,1,1,2,4,0.8915,1
W-12351,Agriculture,36-45,<1yr,Day,51,Full,Vocational,Autumn,Permanent,18,4.7,16,0,1,3,3,0.6541,0
W-12352,Transportation,36-45,3-7yr,Evening,47,Full,Secondary,Autumn,Permanent,23,1.0,14,0,0,7,1,0.1405,0
W-12353,Construction,26-35,7-15yr,Rotating,56,None,Vocational,Spring,Permanent,0,3.4,15,2,4,6,5,0.97,1
W-12354,Manufacturing,46-55,7-15yr,Night,38,Full,Vocational,Summer,Permanent,9,5.2,2,0,1,8,6,0.4021,1
W-12355,Mining,46-55,1-3yr,Day,48,Full,Secondary,Summer,Permanent,20,4.6,12,0,0,30,2,0.6901,1
W-12356,Construction,36-45,7-15yr,Night,56,Full,Degree,Autumn,Temporary,7,5.3,3,0,1,2,6,0.6901,1
W-12357,Transportation,55+,7-15yr,Day,43,Full,Secondary,Spring,Permanent,15,3.4,5,1,1,40,2,0.2921,0
W-12358,Transportation,26-35,3-7yr,Evening,42,Full,Vocational,Winter,Temporary,31,4.3,4,0,1,9,0,0.3558,1
W-12359,Construction,18-25,3-7yr,Night,60,Full,Degree,Summer,Permanent,17,4.5,25,2,4,37,6,0.97,1
W-12360,Manufacturing,46-55,3-7yr,Evening,22,None,Degree,Autumn,Contractor,1,4.3,2,2,4,17,1,0.97,1
W-12361,Transportation,55+,15+yr,Day,42,Partial,Vocational,Winter,Agency,17,2.0,4,0,1,10,1,0.4317,0
W-12362,Manufacturing,36-45,15+yr,Day,41,Full,Vocational,Autumn,Permanent,11,2.8,19,0,0,5,3,0.2338,0
W-12363,Agriculture,18-25,1-3yr,Day,50,Full,Degree,Spring,Agency,9,3.2,15,2,4,5,0,0.9054,1
W-12364,Construction,46-55,1-3yr,Night,58,Full,Secondary,Summer,Temporary,7,4.8,8,0,0,17,4,0.8918,1
W-12365,Agriculture,18-25,15+yr,Night,58,Full,Vocational,Autumn,Contractor,30,2.9,6,2,3,27,5,0.673,0
W-12366,Construction,36-45,1-3yr,Night,45,Full,Primary,Autumn,Temporary,18,5.0,4,1,1,23,4,0.8381,1
W-12367,Transportation,26-35,15+yr,Day,48,None,Vocational,Summer,Permanent,3,3.3,1,3,6,11,1,0.8823,0
W-12368,Manufacturing,46-55,7-15yr,Night,45,Full,Degree,Summer,Agency,18,4.7,8,3,5,8,3,0.7577,1
W-12369,Manufacturing,26-35,<1yr,Day,54,Full,Primary,Summer,Agency,8,2.1,2,1,3,3,4,0.7115,0
W-12370,Transportation,46-55,1-3yr,Day,48,Full,Degree,Autumn,Contractor,6,1.5,3,0,0,2,1,0.3617,0
W-12371,Construction,26-35,3-7yr,Evening,45,Partial,Secondary,Winter,Permanent,19,4.1,4,1,1,4,1,0.835,1
W-12372,Manufacturing,26-35,7-15yr,Day,47,Partial,Secondary,Winter,Permanent,28,3.6,4,1,2,8,3,0.5433,1
W-12373,Manufacturing,55+,1-3yr,Day,53,None,Degree,Summer,Permanent,0,4.2,10,1,1,34,3,0.97,1
W-12374,Manufacturing,26-35,1-3yr,Day,48,Full,Secondary,Autumn,Temporary,12,2.9,4,1,3,3,2,0.6571,1
W-12375,Chemical,36-45,15+yr,Evening,43,Full,Vocational,Summer,Permanent,34,6.4,3,0,0,13,3,0.3562,0
W-12376,Transportation,26-35,<1yr,Day,44,Full,Secondary,Spring,Contractor,25,3.5,11,0,0,19,4,0.4983,1
W-12377,Construction,46-55,3-7yr,Day,51,Full,Secondary,Winter,Temporary,12,5.6,16,1,1,23,6,0.8492,1
W-12378,Agriculture,18-25,3-7yr,Day,37,Partial,Vocational,Summer,Agency,1,4.9,2,1,2,4,2,0.9269,1
W-12379,Mining,26-35,<1yr,Day,53,Full,Secondary,Winter,Contractor,10,7.0,20,0,0,10,9,0.97,1
W-12380,Chemical,36-45,<1yr,Evening,30,Partial,Vocational,Autumn,Permanent,20,5.4,2,0,0,2,2,0.7917,1
W-12381,Manufacturing,26-35,3-7yr,Rotating,49,Full,Degree,Autumn,Contractor,9,1.9,12,1,2,2,0,0.5994,0
W-12382,Mining,18-25,<1yr,Day,40,Partial,Degree,Summer,Agency,32,8.7,13,2,3,8,4,0.97,1
W-12383,Mining,36-45,3-7yr,Rotating,71,Partial,Degree,Winter,Temporary,5,4.9,7,1,2,4,4,0.97,1
W-12384,Manufacturing,36-45,3-7yr,Day,27,None,Secondary,Spring,Permanent,18,5.3,3,4,7,28,1,0.8745,1
W-12385,Manufacturing,18-25,7-15yr,Day,43,Full,Vocational,Winter,Permanent,12,1.0,6,3,5,43,1,0.5968,1
W-12386,Construction,36-45,3-7yr,Night,44,Full,Degree,Autumn,Temporary,15,4.6,6,1,2,19,6,0.7922,1
W-12387,Transportation,46-55,3-7yr,Night,56,Partial,Degree,Summer,Agency,19,2.8,9,2,4,8,3,0.9077,1
W-12388,Manufacturing,18-25,<1yr,Day,56,Full,Secondary,Autumn,Permanent,10,4.8,8,1,1,7,7,0.7989,1
W-12389,Chemical,36-45,1-3yr,Day,45,Full,Vocational,Autumn,Contractor,6,5.5,2,0,0,22,4,0.5285,0
W-12390,Construction,46-55,3-7yr,Night,28,Partial,Secondary,Winter,Permanent,2,6.0,6,0,1,11,1,0.9131,0
W-12391,Agriculture,18-25,15+yr,Rotating,64,Full,Primary,Summer,Temporary,11,6.2,7,2,3,43,9,0.923,1
W-12392,Chemical,18-25,1-3yr,Rotating,56,Partial,Vocational,Spring,Contractor,37,7.0,2,3,6,14,5,0.97,1
W-12393,Agriculture,36-45,3-7yr,Evening,60,None,Vocational,Winter,Permanent,27,5.0,6,1,2,12,7,0.7049,1
W-12394,Transportation,46-55,7-15yr,Night,48,Full,Secondary,Winter,Temporary,44,2.4,23,1,1,13,3,0.4306,0
W-12395,Transportation,18-25,7-15yr,Night,52,Partial,Primary,Summer,Permanent,25,2.9,12,1,1,28,5,0.6728,1
W-12396,Manufacturing,46-55,15+yr,Night,45,Partial,Secondary,Spring,Permanent,17,2.2,12,2,3,7,0,0.6498,1
W-12397,Agriculture,36-45,1-3yr,Rotating,31,None,Secondary,Summer,Contractor,0,4.8,2,1,1,38,3,0.97,1
W-12398,Construction,26-35,<1yr,Night,46,Full,Secondary,Summer,Permanent,12,4.3,8,0,0,7,1,0.8357,1
W-12399,Mining,36-45,1-3yr,Night,42,Full,Degree,Spring,Permanent,47,5.4,5,1,1,40,1,0.7497,1
W-12400,Construction,55+,1-3yr,Day,45,Full,Vocational,Summer,Temporary,7,4.9,11,1,2,16,4,0.7384,1
W-12401,Transportation,26-35,3-7yr,Evening,33,Full,Secondary,Winter,Permanent,21,3.3,7,0,0,11,1,0.28,0
W-12402,Mining,36-45,15+yr,Rotating,54,Full,Secondary,Autumn,Permanent,22,5.5,13,1,1,15,4,0.7525,1
W-12403,Manufacturing,36-45,7-15yr,Day,48,Full,Degree,Summer,Agency,8,3.1,4,0,1,38,2,0.3206,1
W-12404,Construction,18-25,<1yr,Day,28,Full,Degree,Winter,Permanent,37,5.1,21,2,3,13,2,0.97,1
W-12405,Chemical,18-25,<1yr,Day,26,Partial,Vocational,Winter,Contractor,2,5.7,6,1,2,25,1,0.97,1
W-12406,Construction,18-25,15+yr,Rotating,42,Full,Secondary,Spring,Temporary,40,6.6,5,1,1,24,1,0.8642,0
W-12407,Construction,26-35,3-7yr,Night,56,Full,Degree,Summer,Permanent,17,5.3,10,1,1,13,6,0.9322,0
W-12408,Construction,18-25,15+yr,Day,63,Full,Vocational,Summer,Permanent,6,5.2,14,2,4,6,5,0.9119,1
W-12409,Chemical,46-55,7-15yr,Day,37,Full,Vocational,Autumn,Permanent,17,4.7,15,1,1,13,1,0.504,0
W-12410,Chemical,55+,15+yr,Night,45,None,Vocational,Autumn,Permanent,5,2.3,6,2,3,34,2,0.9398,1
W-12411,Agriculture,18-25,7-15yr,Evening,35,None,Secondary,Summer,Permanent,8,4.2,13,2,3,2,6,0.9079,1
W-12412,Transportation,26-35,3-7yr,Day,44,None,Degree,Summer,Temporary,4,1.0,14,1,2,3,1,0.6592,1
W-12413,Construction,18-25,7-15yr,Rotating,47,Full,Degree,Spring,Contractor,16,5.6,5,3,6,9,3,0.97,1
W-12414,Chemical,18-25,3-7yr,Evening,53,Partial,Secondary,Spring,Permanent,10,6.9,32,1,1,7,5,0.97,1
W-12415,Construction,26-35,1-3yr,Evening,34,Partial,Degree,Winter,Temporary,21,4.1,3,0,0,5,3,0.802,1
W-12416,Construction,26-35,1-3yr,Night,57,Full,Degree,Winter,Temporary,18,3.8,4,0,0,6,4,0.9163,1
W-12417,Construction,55+,3-7yr,Day,52,Partial,Degree,Spring,Permanent,3,5.4,15,0,1,6,4,0.8263,1
W-12418,Mining,26-35,<1yr,Evening,41,None,Degree,Winter,Temporary,0,4.2,17,1,2,10,1,0.97,1
W-12419,Transportation,36-45,1-3yr,Evening,39,Full,Secondary,Summer,Contractor,12,1.9,4,1,1,5,2,0.476,1
W-12420,Manufacturing,26-35,3-7yr,Rotating,47,Partial,Secondary,Winter,Agency,12,5.3,8,1,2,9,2,0.8563,1
W-12421,Chemical,18-25,15+yr,Day,39,Partial,Secondary,Spring,Permanent,3,4.8,4,1,2,18,2,0.8655,1
W-12422,Manufacturing,46-55,3-7yr,Night,47,Full,Secondary,Spring,Contractor,49,1.6,5,0,0,7,2,0.4837,1
W-12423,Construction,18-25,3-7yr,Evening,31,Full,Secondary,Summer,Contractor,58,6.6,8,2,3,20,1,0.9185,1
W-12424,Manufacturing,55+,1-3yr,Night,47,Full,Secondary,Winter,Contractor,13,2.7,18,0,0,8,2,0.738,0
W-12425,Agriculture,18-25,1-3yr,Night,46,Full,Secondary,Summer,Contractor,45,5.4,5,1,2,14,3,0.7768,0
W-12426,Transportation,36-45,7-15yr,Day,47,Full,Secondary,Winter,Permanent,22,2.0,7,1,1,13,2,0.1541,0
W-12427,Manufacturing,55+,7-15yr,Day,56,Partial,Primary,Summer,Agency,12,4.7,1,1,1,24,6,0.7179,1
W-12428,Mining,18-25,3-7yr,Day,44,Partial,Secondary,Spring,Contractor,17,8.2,4,2,4,12,2,0.97,1
W-12429,Construction,26-35,3-7yr,Evening,38,None,Secondary,Winter,Permanent,9,5.6,5,2,3,26,0,0.97,1
W-12430,Agriculture,46-55,7-15yr,Rotating,35,Full,Degree,Spring,Permanent,27,4.8,10,0,1,7,0,0.3322,0
W-12431,Chemical,18-25,<1yr,Day,50,Full,Degree,Autumn,Permanent,6,4.7,6,1,3,17,2,0.8847,1
W-12432,Construction,36-45,1-3yr,Evening,47,Full,Secondary,Winter,Contractor,33,6.0,3,2,3,26,3,0.7742,1
W-12433,Transportation,18-25,7-15yr,Rotating,48,Full,Vocational,Spring,Contractor,9,4.8,9,3,5,64,0,0.7987,1
W-12434,Mining,26-35,7-15yr,Rotating,50,Full,Degree,Autumn,Permanent,15,4.1,10,1,1,23,3,0.7869,0
W-12435,Construction,18-25,<1yr,Evening,52,Full,Vocational,Spring,Temporary,29,3.6,8,2,3,11,6,0.97,1
W-12436,Chemical,46-55,1-3yr,Night,52,Partial,Vocational,Summer,Permanent,4,1.8,3,0,0,27,6,0.7665,1
W-12437,Manufacturing,26-35,7-15yr,Day,48,Full,Degree,Winter,Temporary,58,5.1,5,1,1,5,1,0.4527,1
W-12438,Manufacturing,18-25,1-3yr,Day,57,Partial,Secondary,Summer,Contractor,2,2.4,7,3,6,33,5,0.97,1
W-12439,Construction,36-45,7-15yr,Day,46,None,Primary,Spring,Permanent,0,6.2,22,1,3,13,1,0.97,1
W-12440,Construction,26-35,<1yr,Evening,40,Full,Vocational,Summer,Permanent,14,7.7,20,1,1,3,0,0.9092,0
W-12441,Transportation,26-35,1-3yr,Evening,56,Partial,Vocational,Winter,Permanent,0,5.4,4,0,0,3,4,0.8557,1
W-12442,Agriculture,18-25,1-3yr,Day,41,Full,Secondary,Winter,Agency,6,3.0,3,1,1,8,2,0.6835,1
W-12443,Chemical,46-55,15+yr,Day,36,Partial,Degree,Spring,Contractor,13,5.1,2,0,0,6,0,0.4986,0
W-12444,Construction,36-45,7-15yr,Day,49,Partial,Degree,Spring,Permanent,7,5.6,6,2,4,8,3,0.7926,1
W-12445,Construction,26-35,15+yr,Day,51,Full,Secondary,Spring,Permanent,20,6.2,9,1,1,4,5,0.6105,0
W-12446,Construction,18-25,3-7yr,Rotating,42,Partial,Vocational,Autumn,Temporary,37,3.7,12,1,2,21,2,0.97,1
W-12447,Mining,36-45,7-15yr,Rotating,55,Full,Degree,Autumn,Permanent,40,8.1,35,1,2,9,5,0.7796,1
W-12448,Chemical,46-55,7-15yr,Day,45,None,Secondary,Summer,Temporary,12,5.3,8,2,3,6,0,0.9678,1
W-12449,Agriculture,26-35,3-7yr,Day,42,Full,Secondary,Spring,Temporary,12,7.2,3,1,1,10,3,0.6678,0
W-12450,Manufacturing,18-25,15+yr,Rotating,49,Full,Degree,Winter,Permanent,13,3.3,5,2,3,50,4,0.5798,1
W-12451,Transportation,26-35,7-15yr,Day,41,Full,Secondary,Winter,Permanent,13,3.7,9,0,0,11,1,0.2135,0
W-12452,Transportation,36-45,15+yr,Rotating,48,Partial,Vocational,Summer,Temporary,23,3.5,9,0,2,7,2,0.4226,1
W-12453,Construction,55+,7-15yr,Day,59,Partial,Secondary,Winter,Permanent,20,4.5,11,0,0,12,4,0.6936,1
W-12454,Transportation,18-25,7-15yr,Evening,43,None,Degree,Winter,Permanent,10,1.9,12,3,5,4,5,0.8755,0
W-12455,Manufacturing,26-35,15+yr,Night,47,Partial,Secondary,Autumn,Agency,12,3.6,17,0,0,11,4,0.7101,1
W-12456,Construction,18-25,3-7yr,Day,39,Full,Secondary,Autumn,Agency,9,3.1,8,1,1,49,2,0.6752,0
